Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2004,CMBT.OL,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,2935.55,0.0,308.07,0.0,0.0,2360.56,0.0,1.11307486359169,0.0,308.07,5139.93
2005,CMBT.OL,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,3686.37,1225.75,891.97,0.0,332.12,6111.76,0.0,0.2023197900441116,0.0,752.72,7990.68
2006,CMBT.OL,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,4341.4,1425.6799999999998,1048.56,0.0,453.42,6372.93,0.0,0.2218351684390068,0.0,919.07,7603.27
2007,CMBT.OL,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,3108.35,1374.6,1020.35,0.0,450.72,5350.42,0.0,0.0490952112170633,0.0,899.82,7815.17
2008,CMBT.OL,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,4834.96,1373.81,1060.34,0.0,288.45,8183.83,0.0,0.2581138660016154,0.0,817.99,3831.79
2009,CMBT.OL,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,2897.38,1337.64,1396.45,0.0,360.83,6208.38,0.0,-0.0318182843189366,0.0,1029.49,5105.55
2010,CMBT.OL,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,3171.79,1507.25,1256.7400000000002,0.0,495.51,6278.86,0.0,-0.0139690963009209,0.0,1039.88,3976.26
2011,CMBT.OL,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,2209.95,1443.71,1149.44,0.0,394.12,5862.97,0.0,-0.1325812685379594,0.0,944.15,1164.19
2012,CMBT.OL,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,2388.16,3949.51,181.98,0.0,354.9,4822.95,0.0,-0.4350511616334402,1031.16,0.0,1355.48
2013,CMBT.OL,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,1790.48,2019.7,159.67,0.0,289.42,4859.05,0.0,-0.1395972463753202,804.55,0.0,3040.6
2014,CMBT.OL,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,2988.82,2768.16,255.79,0.0,365.4,11004.07,0.0,-0.0363983507920251,1014.81,0.0,8821.59
2015,CMBT.OL,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,6825.3,3781.2,372.92,0.0,308.37,16846.44,0.0,0.1402557454275206,1694.47,0.0,15067.63
2016,CMBT.OL,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,5745.23,3905.39,369.86,0.0,327.51,16306.28,0.0,0.0700631903781855,1911.51,0.0,8518.37
2017,CMBT.OL,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,4243.37,4086.91,387.4,0.0,317.33,15153.08,0.0,-0.0361820831144559,1899.28,0.0,9364.02
2018,CMBT.OL,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,4884.54,5121.860000000001,539.17,0.0,553.2,19527.98,0.0,-0.06809152815601,2202.69,0.0,10541.91
2019,CMBT.OL,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,8047.7,6171.93,374.05,0.0,784.25,20294.39,0.0,0.0353531197537841,2970.64,0.0,18483.36
2020,CMBT.OL,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,11390.33,6318.69,351.34,0.0,601.4799999999999,19830.27,0.0,0.2077036772570419,3008.2,0.0,11827.81
2021,CMBT.OL,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,3607.79,5966.16,278.54,0.0,518.6,17266.26,0.0,-0.1827558486898726,2964.34,0.0,13358.27
2022,CMBT.OL,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,8211.17,5946.75,496.72,0.0,832.53,21292.35,0.0,0.0439204690886633,2128.78,0.0,28139.63
2023,CMBT.OL,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,13032.27,6299.6900000000005,659.8,0.0,1402.27,23892.21,0.0,0.1954825443104677,2315.26,0.0,32707.19
2024,CMBT.OL,CMB.TECH NV,Oil & Gas Related Equipment and Services,Energy,10101.8,5812.16,835.5,0.0,1566.84,13551.6,0.0,0.1392676879482865,1752.83,0.0,25398.29
