Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2010,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Consumer Discretionary,600.87,253.62,299.29,0.0,7.31,186.08,6.32,0.2112785862785861,0.0,18.23,
2011,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Consumer Discretionary,894.81,418.21,385.3,0.0,16.42,211.07,11.93,0.3357847533632285,0.0,19.11,
2012,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Consumer Discretionary,897.81,434.5,410.93,0.0,14.85,236.93,20.29,0.1459062281315604,0.0,24.65,
2013,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Consumer Discretionary,1362.26,495.41,751.34,0.0,49.06,99.94,44.59,0.4597661385179539,0.0,35.5,
2014,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Consumer Discretionary,1520.76,502.74,877.2299999999999,0.0,67.59,120.74,70.42,0.3829252981795358,0.0,86.27,
2015,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Consumer Discretionary,2091.57,892.14,1011.51,0.0,44.97,1014.98,84.83,0.1299769960265867,0.0,57.53,793.07
2016,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Consumer Discretionary,3148.64,1498.46,1356.9699999999998,0.0,51.35,2124.04,16.79,0.1129748742310225,0.0,82.88,5660.07
2017,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Consumer Discretionary,4218.21,2157.57,1731.21,0.0,39.8,2353.22,13.01,0.1224014571702665,0.0,110.0,5378.57
2018,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Consumer Discretionary,5697.47,3160.58,2147.33,0.0,58.06,2498.2,6.83,0.1323337445060539,0.0,111.44,3244.73
2019,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Consumer Discretionary,5525.81,3417.1,1771.83,0.0,80.03,2204.45,8.44,0.1160699356949512,0.0,300.58,3639.52
2020,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Consumer Discretionary,5036.56,3146.18,1460.5,0.0,70.61000000000001,3361.28,16.71,0.1063561467026251,0.0,177.06,8463.28
2021,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Consumer Discretionary,6322.92,3905.6,1769.9,0.0,67.14,1823.85,17.54,0.3151315039182357,0.0,204.45,18566.74
2022,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Consumer Discretionary,7364.57,4624.35,2081.77,0.0,80.76,1994.54,16.0,0.2873307668586546,0.0,234.69,7447.46
2023,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Consumer Discretionary,7759.18,4767.37,2267.24,0.0,148.29000000000002,2211.86,9.06,0.2594780541397262,0.0,264.74,9845.76
2024,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Consumer Discretionary,7999.7,4848.03,2505.88,0.0,176.95000000000002,2266.95,10.28,0.205881707161771,0.0,287.81,9040.81
