Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2004,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,8.44,6.06,20.19,5.05,0.0,40.83,0.0,-0.3125153073720304,0.0,0.0,315.03
2005,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,14.86,7.95,17.88,3.63,0.0,28.02,0.0,-0.2619557458957887,0.0,0.0,476.24
2006,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,23.84,10.27,21.49,4.87,0.26,21.31,0.0,-0.1553261379633973,0.0,0.0,404.48
2007,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,19.76,7.54,17.5,3.55,0.26,16.82,0.0,-0.1183115338882281,0.0,0.0,653.8
2008,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,21.21,8.04,18.31,3.34,0.0,30.32,0.0,-0.0593667546174141,0.0,0.0,160.48
2009,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,16.46,5.76,15.8,3.21,0.0,40.86,0.0,-0.0462555066079294,0.0,0.0,264.71
2010,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,33.09,8.57,17.05,2.94,0.76,70.54,0.0,0.1368018145732917,0.0,0.0,310.19
2011,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,42.32,12.26,21.42,3.28,0.95,80.87,0.0,0.1356498083343638,0.0,0.0,272.38
2012,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,39.45,11.77,27.25,4.73,0.09,66.68,0.0,0.0760347930413917,0.0,0.0,261.55
2013,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,46.84,13.18,27.44,5.23,0.36,79.83,0.0,0.1389202054365527,0.0,0.0,527.89
2014,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,50.06,12.58,28.66,5.97,0.09,84.73,0.0,0.1734922695621386,0.0,0.0,516.49
2015,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,69.22,16.25,32.51,7.27,0.48,97.54,0.0,0.2793725651014968,0.0,0.0,654.84
2016,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,74.04,16.3,32.31,7.76,0.59,90.85,0.0,0.3588332416070446,0.0,0.0,549.66
2017,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,63.52,14.53,31.28,7.07,0.1,85.86,0.0,0.2874446773817843,0.0,0.0,461.16
2018,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,82.13,17.61,36.62,9.65,0.09,96.81,0.0,0.3869434975725647,0.0,0.0,559.05
2019,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,108.41,25.59,44.85,11.17,0.37,104.74,0.0,0.4656291770097384,0.0,0.0,1296.39
2020,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,97.64,27.74,46.16,11.87,0.51,113.61,0.0,0.3089516767890151,0.0,0.0,919.52
2021,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,107.64,31.37,48.11,11.83,2.51,110.87,0.0,0.3380535762604852,0.0,0.0,972.61
2022,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,112.78,30.31,49.69,10.17,0.38,105.33,0.0,0.4041583594417545,0.0,0.0,760.8
2023,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,133.77,35.73,56.83,12.44,0.4,114.37,0.0,0.4655941243333044,0.0,0.0,728.09
2024,SINT.ST,SinterCast AB,Automobiles & Auto Parts,Consumer Discretionary,137.9,37.93,51.36,7.02,0.41,105.79,0.0,0.5219775025994895,0.0,0.0,777.47
