Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2004,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,39487.89,0.0,35625.63,0.0,0.0,30513.35,1.83,0.1265684816540489,0.0,0.0,21751.21
2005,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,38399.06,0.0,36047.11,0.0,247.03,31281.27,342.21,0.0665619343601651,0.0,0.0,19875.51
2006,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,37502.39,0.0,35401.81,0.0,632.61,26517.15,294.1,0.0547520164110215,0.0,0.0,24967.56
2007,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,34718.44,0.0,32954.61,0.0,882.35,23336.02,23.55,0.0377352836546221,0.0,0.0,29904.08
2008,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,32734.6,0.0,29216.69,0.0,0.0,25706.64,44.46,0.136612028224037,0.0,0.0,16868.78
2009,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,32455.85,0.0,9247.23,0.0,469.11,25646.41,50.97,0.8848960477682938,0.0,0.0,24239.04
2010,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,33750.33,0.0,27889.29,0.0,0.0,25050.97,2.6,0.2339403126979508,0.0,0.0,33230.32
2011,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,35412.39,20059.34,9384.05,0.0,442.21,18611.47,2.6,0.2969146457491564,2996.16,0.0,32016.88
2012,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,26420.27,16247.32,8334.64,0.0,444.32,17485.28,2.57,0.0797119142719088,2647.87,0.0,27549.64
2013,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,23246.17,13517.92,7095.61,0.0,0.0,20346.66,1.88,0.1293773410770501,1975.61,0.0,25611.76
2014,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,23841.78,13816.38,7179.63,0.0,0.0,21738.82,1.92,0.1308957284802633,1839.0,0.0,33658.27
2015,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,25677.16,15664.83,7659.36,0.0,0.0,18734.54,0.0,0.1255952908371382,2135.94,0.0,33186.86
2016,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,20807.65,12176.25,5819.07,0.0,320.12,17519.24,-263.63,0.144428971215738,1647.72,0.0,29373.11
2017,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,20786.52,11522.35,5965.01,0.0,304.06,17257.14,-114.07,0.1747119973260333,1395.39,0.0,42484.08
2018,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,20391.6,11718.04,5471.79,0.0,323.08000000000004,35456.88,27.32,0.0811259659228613,1607.92,0.0,63112.03
2019,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,25314.67,14850.25,6400.55,0.0,524.85,32635.36,0.0,0.108441273514372,3721.4,0.0,75976.22
2020,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,27177.54,15442.3,6707.900000000001,0.0,567.01,34198.62,0.0,0.1304242685815977,4169.67,0.0,69747.07
2021,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,26848.13,15884.98,6458.22,0.0,522.15,30340.99,0.0,0.1312673053845639,4706.36,0.0,79444.77
2022,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,26700.96,16011.84,6091.38,0.0,669.8499999999999,22291.98,0.0,0.1762019345073878,4629.1,0.0,55498.29
2023,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,28961.55,17182.45,6591.709999999999,0.0,1231.16,22934.1,0.0,0.1725042622121644,4938.56,0.0,60431.52
2024,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,30085.84,17143.52,7269.49,0.0,1370.9199999999998,22717.83,0.0,0.1893627164214187,4960.91,0.0,77848.51
