Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2005,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,0.0,7.81,17.099999999999998,0.0,0.0,49.94,0.0,-0.4987985582699238,0.0,0.06,
2006,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,0.0,25.74,61.5,0.0,0.0,55.72,0.0,-1.5656855707106965,0.0,0.69,
2007,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,835.97,357.42,419.64,0.0,0.0,1784.26,0.0,0.0330164886283389,0.0,269.12,2625.86
2008,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,2423.53,673.55,926.42,0.0,0.0,2996.49,0.0,0.2748415646306179,0.0,716.8,1531.74
2009,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,1431.2,977.03,743.29,0.0,0.0,3722.22,0.0,-0.077674076223329,0.0,514.03,3409.22
2010,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,624.67,775.15,553.4,0.0,0.0,3674.86,0.0,-0.1915392695231927,0.0,261.65,3513.17
2011,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,1616.01,1452.22,685.1500000000001,0.0,56.78,2426.66,0.0,-0.2382451600141759,0.0,387.79,892.7
2012,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,832.0,1432.0,517.0,0.0,412.0,2028.0,0.0,-0.7539447731755424,0.0,269.0,1059.09
2013,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,894.0,1096.0,541.0,0.0,443.0,1750.0,0.0,-0.6777142857142857,0.0,319.0,213.07
2014,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,37.0,9.0,469.0,0.0,821.0,-803.0,0.0,1.5716064757160648,0.0,407.0,44.59
2015,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,13.0,7.0,97.0,0.0,113.0,144.0,0.0,-1.4166666666666667,0.0,71.0,148.26
2016,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,11.0,5.0,32.0,0.0,45.0,437.0,0.0,-0.1624713958810068,0.0,1.0,1262.45
2017,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,10.0,386.0,63.0,0.0,31.0,141.0,0.0,-3.333333333333333,0.0,1.0,1627.85
2018,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,16.0,3.0,176.0,0.0,23.0,-50.0,0.0,3.72,0.0,1.0,1619.6
2019,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,2929.76,1513.27,1293.31,0.0,325.52,5170.48,0.0,-0.0391336974516872,0.0,985.38,4349.0
2020,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,5326.54,2795.02,2004.51,0.0,809.3299999999999,5404.08,0.0,-0.0522420097407884,0.0,1816.29,2728.97
2021,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,4855.99,2526.83,1151.68,0.0,773.53,4332.9,0.0,0.0932285536245931,0.0,962.6,2962.33
2022,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,9289.42,3113.77,1586.1799999999998,0.0,940.57,6506.84,0.0,0.5607791185890538,0.0,1282.59,7967.67
2023,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,8388.33,3603.29,1421.26,0.0,1021.38,8245.92,0.0,0.2840677571453518,0.0,1082.57,10242.36
2024,BNOR.OL,Bluenord ASA,Oil & Gas,Energy,7545.36,3398.26,1799.58,0.0,1434.29,7905.98,0.0,0.1155112965122602,0.0,1454.71,13677.21
