Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2004,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,86.28,27.88,33.03,0.0,1.37,70.17,0.23,0.3409090909090909,0.0,0.0,28.05
2005,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,90.22,29.29,31.56,0.0,0.78,74.19,0.31,0.383758389261745,0.0,0.0,37.12
2006,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,89.12,30.87,51.01,0.0,0.57,77.21,0.0,0.0863877736044554,0.0,0.0,60.83
2007,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,600.94,330.62,222.39,0.0,0.0,183.28,3.1,0.2571627857066212,0.0,0.0,74.76
2008,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,674.04,350.69,128.69,0.0,0.0,329.19,9.47,0.5747947794247917,0.0,0.0,314.29
2009,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,545.36,241.76,267.76,0.0,0.0,261.36,8.89,0.132617946345976,0.0,0.0,303.59
2010,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,557.66,265.93,123.51,0.0,15.14,232.69,7.73,0.6367190749521671,0.0,0.0,245.92
2011,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,597.11,291.67,231.86,0.0,18.76,207.22,8.23,0.2544441865862148,0.0,0.0,150.78
2012,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,585.91,252.62,268.24,0.0,11.13,200.82,17.89,0.2465365095331715,0.0,0.0,156.65
2013,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,498.53,227.93,255.61,0.0,11.9,169.54,4.65,0.0177392502439861,0.0,0.0,158.77
2014,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,441.01,205.57,208.57,0.0,10.93,88.95,7.53,0.1652155887230514,0.0,0.0,106.86
2015,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,450.83,239.92,212.19,0.0,13.59,69.94,4.69,-0.1992496315154763,0.0,0.0,139.79
2016,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,464.14,268.04,194.85,0.0,15.93,51.8,6.31,-0.2526243331612464,0.0,0.0,84.69
2017,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,706.97,489.99,185.71,0.0,11.14,132.01,12.41,0.1393851267137516,0.0,0.0,219.15
2018,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,757.31,545.61,194.23,0.0,9.58,119.17,11.13,0.0605525709900225,0.0,0.0,99.84
2019,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,682.65,496.36,162.70999999999998,0.0,21.36,-8.8,16.68,0.2817258883248711,0.0,0.0,106.78
2020,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,865.44,658.19,156.83999999999995,0.0,20.55,41.7,103.01,0.2063437219266121,0.0,0.0,191.72
2021,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,1435.38,1113.38,203.57,0.0,13.43,151.38,106.95,0.4064568575078388,0.0,0.0,1381.75
2022,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,1236.6,1008.41,167.6,0.0,13.21,135.18,117.97,0.1871617618013033,0.0,0.0,457.18
2023,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,1459.59,906.96,258.28000000000003,0.0,39.84,307.57,205.75,0.4958115795215458,0.0,0.0,1020.53
2024,NLG1V.HE,Nurminen Logistics Oyj,Freight & Logistics Services,Industrials,1217.34,689.3,269.51,0.0,35.68,383.07,101.17,0.460205683132331,0.0,0.0,935.09
