Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2004,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,2882.61,0.0,2690.09,0.0,0.0,595.71,12.97,0.3162909903397515,0.0,43.95,1920.69
2005,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,2912.69,0.0,2677.41,0.0,6.74,736.73,11.12,0.3055960419870297,0.0,43.62,2919.03
2006,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,3389.03,0.0,3068.03,0.0,0.0,751.73,9.38,0.4217524405145123,0.0,44.2,3937.77
2007,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,3960.6,0.0,3573.17,0.0,0.0,783.73,15.47,0.484772272272272,0.0,52.7,4513.92
2008,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,4723.73,0.0,4150.42,0.0,0.0,1246.61,11.47,0.4557023400737628,0.0,21.3,2718.46
2009,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,4393.75,0.0,3963.73,0.0,0.0,1282.36,8.74,0.3330648284408644,0.0,24.44,3870.11
2010,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,4427.82,0.0,4067.71,0.0,0.0,1231.72,8.68,0.290317639471138,0.0,79.28,4680.33
2011,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,5171.47,0.0,4685.55,0.0,0.0,1149.71,9.11,0.4193231045373743,0.0,67.63,4561.99
2012,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,6448.65,0.0,5730.78,0.0,28.27,1413.91,19.09,0.4812281926029308,0.0,9.88,5694.81
2013,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,7369.07,0.0,6674.58,0.0,0.0,1524.42,14.23,0.4513632080070189,0.0,16.25,9107.21
2014,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,8463.53,0.0,7587.400000000001,0.0,35.45,1795.94,13.51,0.4646052667937771,0.0,10.11,9370.04
2015,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,10889.08,0.0,10019.98,0.0,36.33,5127.12,9.42,0.1621266455629662,0.0,21.040000000000003,15621.31
2016,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,16232.72,0.0,14706.75,0.0,62.84,5143.68,9.48,0.2839286961786553,0.0,49.09,21109.18
2017,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,16352.46,0.0,14688.83,0.0,50.36,5970.86,12.01,0.2696481788840472,0.0,42.6,22032.51
2018,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,17544.73,0.0,15781.37,0.0,99.26,6009.34,9.76,0.2764699041384922,0.0,607.77,23195.6
2019,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,19197.01,0.0,17174.850000000002,0.0,104.23,6708.04,9.38,0.2855158676992054,0.0,656.99,40997.37
2020,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,21347.79,0.0,19240.44,0.0,104.39,7881.63,10.44,0.2537939982792856,0.0,777.85,57307.96
2021,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,21840.1,0.0,19552.05,0.0,85.18,8372.95,9.74,0.2627879594736295,0.0,799.76,60229.11
2022,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,23084.71,0.0,20739.76,0.0,95.96,9355.23,3.77,0.240302382733198,0.0,770.57,34144.7
2023,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,28388.27,0.0,26481.31,0.0,263.75,10661.64,5.03,0.154050889359097,0.0,1819.36,49435.42
2024,SWECb.ST,Sweco AB (publ),Construction & Engineering,Industrials,31197.42,0.0,28699.67,0.0,323.41,12252.84,5.14,0.1773815914204458,0.0,2002.47,61470.1
