Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2004,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,59.37,13.12,5.69,0.0,0.0,231.09,0.0,0.1755160327145268,0.0,0.0,
2005,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,145.54,22.46,17.54,0.0,0.0,302.39,0.0,0.3490194781573464,0.0,0.0,58.31
2006,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,213.54,24.71,20.01,0.0,0.0,757.55,0.0,0.2228499768992145,0.0,0.0,98.17
2007,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,308.13,28.17,31.29,0.0,0.0,1232.57,0.0,0.2017491907153346,0.0,0.0,336.33
2008,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,420.3,26.69,39.6,0.0,0.0,1121.67,0.0,0.3156097604464771,0.0,0.0,338.4
2009,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,466.07,31.44,40.25,0.0,0.0,1118.19,0.0,0.352694980280632,0.0,0.0,536.97
2010,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,541.17,46.19,49.3,0.0,0.0,1914.05,0.0,0.2328465818552284,0.0,0.0,1022.69
2011,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,676.45,53.73,60.970000000000006,0.0,0.0,1928.92,0.0,0.2912251415299753,0.0,0.0,1035.67
2012,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,708.16,56.72,65.32,0.0,260.4,2391.75,0.0,0.1361848019232779,0.0,0.0,1463.14
2013,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,829.41,68.59,75.81,0.0,282.49,3508.76,0.0,0.1147185900432061,0.0,0.0,5104.34
2014,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,1004.01,86.35,90.94,0.0,336.2,4355.43,0.0,0.1126226342749166,0.0,0.0,8564.9
2015,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,1234.33,103.26,114.73,0.0,372.88,6259.5,0.0,0.1027973480309928,0.0,0.0,13772.18
2016,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,1534.8,135.51,156.13,0.0,401.62,8258.91,0.0,0.101894802098582,0.0,0.0,14561.33
2017,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,1810.81,183.99,177.2,0.0,429.95,11363.34,0.0,0.0897333002444703,0.0,0.0,18091.82
2018,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,2104.24,239.73,245.35,0.0,450.44,15043.85,0.0,0.0776875600328373,0.0,0.0,24195.04
2019,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,2401.84,284.76,269.87,0.0,415.04,18056.57,0.0,0.0793157282916966,0.0,0.0,45087.33
2020,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,2966.05,318.31,340.81999999999994,0.0,465.68,23444.39,0.0,0.0785364857008435,0.0,0.0,61348.22
2021,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,3106.84,324.71000000000004,373.82,0.0,419.92,30279.61,0.0,0.0656676225354289,0.0,0.0,99043.04
2022,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,3511.73,408.56,417.12,0.0,467.47,31497.56,0.0,0.0704365671499633,0.0,0.0,74475.17
2023,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,4272.72,451.86,493.66,0.0,730.53,36825.44,0.0,0.0705129388813819,0.0,0.0,98515.86
2024,SAGAb.ST,Sagax AB,Real Estate Operations,Real Estate,5078.89,491.21,585.79,0.0,927.5,42091.26,886.22,0.071534906188078,0.0,0.0,83152.4
