Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2004,SAND.ST,Sandvik AB,Metals & Mining,Materials,50111.16,33075.57,10435.16,1187.4,646.92,20612.29,898.77,0.3319645800811305,0.0,0.0,59984.29
2005,SAND.ST,Sandvik AB,Metals & Mining,Materials,54734.87,36035.01,10721.54,1219.59,938.88,19945.01,865.29,0.3968722219285642,0.0,0.0,69305.77
2006,SAND.ST,Sandvik AB,Metals & Mining,Materials,62903.39,40970.87,11702.86,1377.47,907.58,24764.39,0.0,0.4320538482878034,0.0,0.0,97612.71
2007,SAND.ST,Sandvik AB,Metals & Mining,Materials,74833.25,48517.06,14122.79,1575.75,1335.66,24064.33,1016.77,0.4957314471853308,0.0,0.0,105634.02
2008,SAND.ST,Sandvik AB,Metals & Mining,Materials,79248.31,52654.87,16101.29,1722.6,1929.59,31645.78,1011.05,0.3149466742485414,0.0,0.0,49194.54
2009,SAND.ST,Sandvik AB,Metals & Mining,Materials,59204.2,45158.87,14853.52,1651.76,1813.89,23453.71,784.84,-0.0400320976296026,0.0,0.0,78927.93
2010,SAND.ST,Sandvik AB,Metals & Mining,Materials,69413.76,44620.01,15325.71,1768.64,1616.64,28268.24,1069.82,0.3279030719822644,0.0,0.0,128427.79
2011,SAND.ST,Sandvik AB,Metals & Mining,Materials,81259.96,53293.49,18942.58,2091.01,1702.34,25912.37,1215.66,0.3469680621851276,0.0,0.0,82733.6
2012,SAND.ST,Sandvik AB,Metals & Mining,Materials,84677.73,54853.3,17935.23,2210.43,1903.61,27760.21,91.6,0.4378896739565577,0.0,0.0,105774.15
2013,SAND.ST,Sandvik AB,Metals & Mining,Materials,78815.15,53111.42,18172.21,2401.6,1818.58,31581.67,94.25,0.2561737749053539,0.0,0.0,102051.14
2014,SAND.ST,Sandvik AB,Metals & Mining,Materials,75813.29,47149.87,19021.07,2396.58,1777.46,35021.74,128.44,0.2919322177013032,0.0,0.0,87425.11
2015,SAND.ST,Sandvik AB,Metals & Mining,Materials,82076.85,52814.29,22177.820000000003,2869.27,1797.48,35561.19,84.77,0.2288206012686992,0.0,0.0,92521.07
2016,SAND.ST,Sandvik AB,Metals & Mining,Materials,80081.46,48981.93,20407.01,3019.51,1639.87,37171.24,88.19,0.3240028094901078,0.0,0.0,127593.36
2017,SAND.ST,Sandvik AB,Metals & Mining,Materials,87951.96,52509.53,21241.64,3062.88,1333.41,48725.47,28.02,0.3267511720699381,0.0,0.0,171667.18
2018,SAND.ST,Sandvik AB,Metals & Mining,Materials,93714.26,55339.66,21624.93,3310.42,1019.81,56716.96,40.99,0.3354645472572563,0.0,0.0,147201.61
2019,SAND.ST,Sandvik AB,Metals & Mining,Materials,96071.6,57381.65,23509.33,3418.96,1410.76,57988.82,13.13,0.2963490020594136,0.0,0.0,204463.77
2020,SAND.ST,Sandvik AB,Metals & Mining,Materials,88432.94,55438.95,20104.26,3509.52,1130.95,67957.63,1.04,0.2246703768628786,0.0,0.0,250944.52
2021,SAND.ST,Sandvik AB,Metals & Mining,Materials,85889.15,49103.14,19222.32,3475.65,949.09,75214.32,128.6,0.2666508014289862,0.0,0.0,293809.95
2022,SAND.ST,Sandvik AB,Metals & Mining,Materials,106731.65,63623.58,25404.980000000003,3976.36,1715.01,76456.15,40.47,0.260984602979844,0.0,0.0,222445.73
2023,SAND.ST,Sandvik AB,Metals & Mining,Materials,125905.46,74104.31,29021.27,4467.8,2833.56,88223.8,66.45,0.2765211334207345,0.0,0.0,275432.26
2024,SAND.ST,Sandvik AB,Metals & Mining,Materials,124966.62,74995.43,30057.35,4889.72,2866.92,99647.14,77.11,0.2199729754798858,0.0,0.0,255733.37
