Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2004,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,5048.02,13.39,1255.94,82.0,0.0,2210.22,0.0,1.7467446679516068,0.0,0.0,9995.43
2005,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,5498.43,3211.76,1396.84,0.0,0.0,3758.23,0.0,0.2367683723454924,0.0,0.0,10288.94
2006,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,6723.91,2771.13,1459.17,0.0,94.92,4577.07,0.0,0.524066706430096,0.0,0.0,15577.2
2007,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,8211.15,3652.16,1681.49,0.0,10.41,5651.55,0.0,0.5073103838769895,0.0,0.0,23586.94
2008,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,8901.78,4057.64,1919.7,0.0,603.6700000000001,7519.92,0.0,0.3086163150671817,0.0,0.0,9587.1
2009,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,6968.67,4171.6,1926.1,0.0,250.47000000000003,6283.4,0.0,0.0987522678804468,0.0,0.0,17603.42
2010,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,8467.97,4833.81,1891.11,0.0,153.66,7298.76,0.0,0.217761647183905,0.0,0.0,27299.75
2011,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,11351.61,6278.92,1991.67,117.66,101.3,9174.18,0.0,0.337619274965174,0.0,0.0,24948.48
2012,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,12050.66,6731.6,2357.97,126.31,579.97,10545.86,0.0,0.237764392851792,0.0,0.0,29153.12
2013,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,11876.88,6402.27,2494.84,0.0,1104.92,11610.8,0.0,0.1614746615220311,0.0,0.0,38753.15
2014,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,11608.15,6431.24,2764.36,138.72,1866.03,10923.5,0.0,0.0627308097221586,0.0,0.0,24478.43
2015,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,12165.63,6562.7,3155.68,167.27,116.28,11919.39,0.0,0.2095946185165515,0.0,0.0,42799.58
2016,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,12921.7,6726.49,3536.0100000000007,188.55,97.52,13242.43,0.0,0.2076831820141771,0.0,0.0,43711.58
2017,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,14671.78,7826.19,3692.91,203.4,243.52,14456.59,0.0,0.2153038856327807,0.0,0.0,51083.2
2018,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,15320.08,8310.06,3658.16,199.71,41.28,14723.8,0.0,0.2384092421793287,0.0,0.0,36687.35
2019,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,15608.11,9980.76,2546.88,0.0,257.93999999999994,17414.9,0.0,0.1620755789582484,0.0,0.0,35038.07
2020,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,14088.16,9794.59,3058.26,0.0,98.65,15937.42,0.0,0.0713202011366958,0.0,0.0,41943.76
2021,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,17418.14,11808.89,2913.36,0.0,81.30000000000001,16294.69,0.0,0.1604565659119627,0.0,0.0,46314.06
2022,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,13631.63,10579.28,2787.9,298.78,115.07,15023.96,0.0,0.0298296853825488,0.0,0.0,13953.2
2023,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,13387.73,10637.41,2704.7000000000003,277.2,315.99,15071.84,0.0,0.000453162984745,0.0,0.0,12831.65
2024,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,14986.97,12270.3,3012.97,288.17,468.27,14972.27,0.0,-0.0318188223963366,0.0,0.0,12008.4
